film_id,societe_id
da9120a9-5384-4692-8032-b7297dcf0250,966ef8c6-55f1-49c9-bea9-fb73f1a480e4
695fb599-9b9f-481e-9f62-ce52dddf918c,966ef8c6-55f1-49c9-bea9-fb73f1a480e4
fb855bea-eec0-4204-be37-7986abaf6887,966ef8c6-55f1-49c9-bea9-fb73f1a480e4
bda4765b-36ed-4693-b2af-e3d2ecec462b,966ef8c6-55f1-49c9-bea9-fb73f1a480e4
9b4a8296-c6fe-40c6-b1c5-9807b2004976,966ef8c6-55f1-49c9-bea9-fb73f1a480e4
1a824fa6-2716-4362-b09a-308fac8ff3fa,966ef8c6-55f1-49c9-bea9-fb73f1a480e4
8a121e62-10bc-4dfd-a741-7dd440c467de,966ef8c6-55f1-49c9-bea9-fb73f1a480e4
4e7872c0-5351-471d-b26f-27a6f90fdfed,966ef8c6-55f1-49c9-bea9-fb73f1a480e4
0159b5a8-6005-48df-8193-4a33c3f3f07a,26aebfa2-588f-49fd-bc19-b16491666045
84ed3f64-88ea-4e96-a670-0f3095ececf2,10927eba-da18-436c-9b9b-383b53b5891a
62e09e32-730a-4618-a00d-7251340fe6de,b9237092-ee19-4422-8961-bf1f36d01c32
33a71b7d-8fd2-468a-9cc6-76b5eaeefad9,ee0c3856-7e15-4ec3-9e33-acd6d8629d61
6e6f8c8f-2a53-4976-ac9c-0af088598bb2,419c6b00-54ae-4bec-bdef-54ebde361b39
838660f3-88d4-47d5-8503-de40dcee98ac,b9237092-ee19-4422-8961-bf1f36d01c32
09a46216-8692-4891-a660-270766434be5,10927eba-da18-436c-9b9b-383b53b5891a
ce6ff58a-eeb1-450f-a211-27061c8cb797,b9237092-ee19-4422-8961-bf1f36d01c32
f4a74ee8-dee1-40b4-9701-a5dbc4a708c8,b9237092-ee19-4422-8961-bf1f36d01c32
0164b5c5-f399-4302-858a-27cf859649cd,4ef709c1-c9c9-4de7-8992-8c65470ebb48
0164b5c5-f399-4302-858a-27cf859649cd,630ed54a-3b70-4ecd-afbf-2338ddbdf733
c20fa6a1-e746-4daa-9328-b6147d9cf2c2,343f663d-72a4-490f-8f1e-fe0712c4a26c
b3e7519c-3dc0-4adb-934f-27ff81d4f3a8,b70f091b-12f2-4c13-9163-762e321c1776
5cd8aeea-a1a3-445f-956b-d83d76f29ccc,4ef709c1-c9c9-4de7-8992-8c65470ebb48
73ba754c-c5aa-4df9-9ca2-7f4d87f73cfe,419c6b00-54ae-4bec-bdef-54ebde361b39
384e6083-8c63-4f37-bf8b-9bd6f32eb129,4ef709c1-c9c9-4de7-8992-8c65470ebb48
73ded726-63ba-44f2-9f49-a17ddb85182d,b9237092-ee19-4422-8961-bf1f36d01c32
02c096ca-5ffc-4312-aa5f-06f56fa9d78c,343f663d-72a4-490f-8f1e-fe0712c4a26c
100110e9-eba4-4fe0-8f3e-2d94403cf624,10927eba-da18-436c-9b9b-383b53b5891a
c76ae65b-8806-472b-ba53-dc2e8a410de5,10927eba-da18-436c-9b9b-383b53b5891a
8423d504-a868-49bd-ad8e-6b8fa1d38297,419c6b00-54ae-4bec-bdef-54ebde361b39
8360dd9f-bf78-428d-8e26-82179778fd96,8b1c12a3-6f44-4a2e-a71b-62a01349693f
2cce685a-546e-49c0-851a-866afec66733,419c6b00-54ae-4bec-bdef-54ebde361b39
10952e4b-be34-472b-a574-83213f6445c3,b9237092-ee19-4422-8961-bf1f36d01c32
189cd178-5951-4203-abaf-136b24bf9529,8b1c12a3-6f44-4a2e-a71b-62a01349693f
b3d4c686-9b90-4407-8274-eee541b7f465,10927eba-da18-436c-9b9b-383b53b5891a
6d4decac-4b66-46b1-8ca0-665cd1cca476,419c6b00-54ae-4bec-bdef-54ebde361b39
7b0d7d48-f569-4499-9680-6055c2d535be,10927eba-da18-436c-9b9b-383b53b5891a
739f9d90-3d2d-470f-ac31-be3207094d8f,419c6b00-54ae-4bec-bdef-54ebde361b39
d050276d-ce01-4af4-a7a3-be287ae17fab,419c6b00-54ae-4bec-bdef-54ebde361b39
45a2170c-8a7d-4602-a3a1-01a76f00b0a4,b9237092-ee19-4422-8961-bf1f36d01c32
18fd44b7-5b5a-4b9c-9770-e7bbb76c6f29,343f663d-72a4-490f-8f1e-fe0712c4a26c
b3748c6e-684e-40d2-9515-74b520d357a4,343f663d-72a4-490f-8f1e-fe0712c4a26c
cc3400c4-683f-4545-abaa-e323f44f9d71,b9237092-ee19-4422-8961-bf1f36d01c32
92471016-8027-42f3-9e11-4640337fbaa2,8136e5ae-0555-44b9-b0df-01c677414b5f
2f85fdbe-12a2-44cf-917a-42431fd43e75,343f663d-72a4-490f-8f1e-fe0712c4a26c
42f44af7-82e9-46aa-a9da-1a015bc80464,419c6b00-54ae-4bec-bdef-54ebde361b39
bca9d452-44d5-4720-b463-9ba6686ffcdd,4ef709c1-c9c9-4de7-8992-8c65470ebb48
1d3426d5-7879-4284-b1ce-e62433bea41a,419c6b00-54ae-4bec-bdef-54ebde361b39
5476f3ee-8581-4785-9da0-93e8d8de5d57,b9237092-ee19-4422-8961-bf1f36d01c32
b9913040-e911-480f-8e7f-6894d5770c8f,ee0c3856-7e15-4ec3-9e33-acd6d8629d61
8e64d07b-c607-4172-bb56-3c7074d39fb0,343f663d-72a4-490f-8f1e-fe0712c4a26c
25012235-1cca-477f-864d-183b93abc443,10927eba-da18-436c-9b9b-383b53b5891a
a290f892-52d0-4d55-a0ec-84c70e3471a9,10927eba-da18-436c-9b9b-383b53b5891a
2757aa3a-c677-4f9a-9fb4-9dc5d937a815,b9237092-ee19-4422-8961-bf1f36d01c32
731ec75a-21e9-4398-8ec6-6a893b3c5d75,7a373491-95ac-4981-b7a8-00c3e0a6bdc4
1b94ed76-ad63-46ea-94a9-f8a4b1d1be53,419c6b00-54ae-4bec-bdef-54ebde361b39
8214af15-1bc1-4d8d-a9cb-3a92bd1fc898,b9237092-ee19-4422-8961-bf1f36d01c32
16c71f09-0087-4a0e-a21d-0318be56f0f6,419c6b00-54ae-4bec-bdef-54ebde361b39
1d76513c-0186-442f-90fb-1a568b4dacef,419c6b00-54ae-4bec-bdef-54ebde361b39
263cb6e8-ea5d-42b8-95e3-31076fef2dea,419c6b00-54ae-4bec-bdef-54ebde361b39
2103ebe7-9a6e-4ae3-8b99-bcf890e759df,b9237092-ee19-4422-8961-bf1f36d01c32
