film_id,personne_id,role,alias,ordre
2bd8cc93-eb2b-4afa-ae0b-786e7ae60211,30e140ad-88c1-47d0-84e2-3a70d8398692,acteur,Connor MacLeod,0
2efc6f4f-82cb-4a25-9143-7d6507f14438,9e7fb208-0ecf-4c5c-869c-4298eb9f0a4c,acteur,Seth Brundle,0
27737bdf-de50-4367-a306-6fdef9af881e,e98c10cb-0be2-48d9-a5b6-1b8d4387a24a,acteur,Jareth,0
24c952a2-3133-4767-86f5-e0082341b124,0f28abed-ea87-4ebc-830c-31f975f34227,acteur,Barbara Stone,1
24c952a2-3133-4767-86f5-e0082341b124,2e24400b-2353-4be5-b6de-746870abf0cc,acteur,Sam Stone,0
6d02e5b2-c17b-4d89-9f7c-c626136f0a57,f3c5dd03-43b7-4fd1-b88f-0a844a96a2be,acteur,Michael J. 'Crocodile' Dundee,0
6e76b203-3e19-4f72-9980-92752d48809a,8c19b5cd-5a11-47d8-80a8-bc067cbfc0c7,acteur,Charlie,1
6e76b203-3e19-4f72-9980-92752d48809a,8e7b80a8-0352-4662-9255-253c748852e3,acteur,Maverick,0
6e76b203-3e19-4f72-9980-92752d48809a,9cabf13e-ce81-4ab8-8d9a-71779bbf7201,acteur,Iceman,2
6931e7d6-7d10-4454-8101-3a11734fbdfd,c2ead2b6-4e89-422f-9cea-54d4af804efd,acteur,Patricia Goodwin,2
6931e7d6-7d10-4454-8101-3a11734fbdfd,44300acc-7c79-4769-8529-0b6f4e83708c,acteur,Leo Porter,1
d9e484d0-3dcc-49b8-b4bb-c2babe11b19e,44300acc-7c79-4769-8529-0b6f4e83708c,acteur,Charles 'Chappy' Sinclair,0
3d036187-2c03-4831-ac66-6bfdbf91ba1e,e44e8d89-5845-4048-acfd-cee0d7f054a1,acteur,Corporal Dwayne Hicks,1
3d036187-2c03-4831-ac66-6bfdbf91ba1e,2f9d0443-68a2-4662-b3a9-cd1ff4b36bc2,acteur,Hudson,3
414ad9e5-b970-4595-8f6c-44ade63b38fc,b7e61cac-2c3f-4736-a3cc-46edc229e431,acteur,Max,0
034b76fb-c0f0-43d1-bcd9-66b412bc5091,44300acc-7c79-4769-8529-0b6f4e83708c,acteur,Drac,1
14e6d221-0a9e-4a3b-a311-ccb05d663b9a,6acdafbf-df9b-474e-90b7-c5138c80b843,acteur,Axel Foley,0
c8569fc1-cf9f-4f55-9c6c-d100595847f6,0a943e06-2e38-464b-940b-0fc493200fd5,acteur,Vukovich,3
c8569fc1-cf9f-4f55-9c6c-d100595847f6,e44e8d89-5845-4048-acfd-cee0d7f054a1,acteur,Kyle Reese,1
b1ef0ebc-8702-4fa0-8976-13d3e3bf26b9,7b146021-19b2-4956-97e9-fd6177845678,acteur,Indiana Jones,0
